intro,title
"As someone who became an economist via a brief career as a lawyer, I did notice that my kind had privileged access to the halls of government and business. Whether this was because economics can speak the language of dollars, or that we simply claimed that we had all the answers, the economists were often the first consulted (though not necessarily listened to) on how we priced, regulated, and designed our policies, services, and products.",When Everything Looks Like a Nail: Building Better “Behavioral Economics” Teams
"The evidence showing that applied behavioral science is a powerful tool for creating social good is growing rapidly. As a result, it’s become much more common for the world’s problem solvers to apply a behavioral lens to their work. Yet this approach can still feel distant to the people trying urgently to improve lives on a daily basis—those working for governments, nonprofits, and other organizations that directly tackle some of the most challenging and pervasive problems facing us today.",Shouldn’t We Make It Easy to Use Behavioral Science for Good?
A few years before ,Choice Architecture 2.0: How People Interpret and Make Sense of Nudges
The Psych Report,Manipulating Memory through Optogenetics: A Conversation with Neuroscientists Xu Liu and Steve Ramirez
The Psych Report,To be or not to be? Should Obesity be a disease?
With one ,Building a Culture of Voting Through Choice Architecture
The Psych Report,How Do We Solve the Last Mile?
"After a recent ride in Washington,
DC, the Uber app promptly asked us to rate our driver. For the eight-minute
journey from Capitol Hill to Chinatown, we could rate the driver’s service,
conversation, navigation, entertainment, coolness, choice of music, amenities,
tidiness, and select compliments such as “above and beyond” and “late night
hero.” Compare that with how much feedback we are able to share in more
consequential scenarios, such as electing leaders for our local ward to
Congress and the White House. In those cases, we have almost no ability to
fully express ourselves.",What if You Could Vote for President Like You Rate Uber Drivers?
"Work requirements for
anti-poverty programs don’t encourage work, as their proponents claim. Instead,
the evidence indicates, these misguided policies make it harder for people to maintain
or find employment. Their principal effect is stripping people of the benefits
they rely on to survive.",Work Requirements Are (Socially) Toxic Sludge
The past decade has shown just how powerful behavioral science can be in changing human behavior.,Nudges Alone Won’t Save Nemo: Conservation in the Great Barrier Reef
"Tax season may be behind us, but with the 2020 presidential election on the horizon, the word “tax” looks set to remain central to U.S. political debates in the weeks and months ahead. And for most Americans, there are few words they dread more; nothing unites Americans like their collective dislike of taxation. The funny thing is, this hatred of taxes is particularly acute in the United States—other countries have taxes too, but it seems as though non-Americans ","Why We Hate Taxes, and Why Some People Want Us To"
"In the 2018 U.S. midterm election, voters turned out at levels ",It’s Time to Rethink What Counts as a Voter Turnout Strategy
"Our second special issue originates in the “deviant” thoughts of an economics graduate student. As this self-described lazy, unimpressive student worked on his thesis in the early 1970s, he began to discover the myriad ways that human behavior was inconsistent with economic theory. Broadcasting these ideas, he knew, could amount to academic treason. And yet, he couldn’t shake the idea that the disconnection between theory and behavior was critical.",Nudge Turns 10: A Special Issue on Behavioral Science in Public Policy
"For the past decade, most of the work applying behavioral science to government has focused on influencing citizens. And yet policymakers are also affected by the same cognitive biases that they seek to address in others. Does that mean that their decisions are also flawed?",Why Governments Need to Nudge Themselves
I wasn’t always convinced that behavioral insights could usefully be applied outside the context of a randomized controlled trial (RCT).,Applying Behavioral Science Upstream in the Policy Design Process
"In 2013, the influence of ",Lessons in “Nudging” From the Developing World
"Behavioral scientists and practitioners’ guiding light has always been “Nudge for good,” keeping consumers’ best interests at heart, much as the fledgling Google set out to do with “Don’t be evil.” Yet there is a darker side of nudging, commonly referred to as ",Sludge Detectives: The “BE Police” Take On Hotel Booking Sites
"In 2007, a year before Cass Sunstein published ",Nudge Turns 10: A Q&A With Cass Sunstein
"As of April 20, 2020, there were over 130 countries around the world that  had reported at least 100 cases of COVID-19, with the total number of known cases ",Responding to COVID-19 in the Developing World
The 2010s are coming to a close. It’s remarkable to think about the progress that behavioral science has made over the past decade. ,Call for Ideas: Imagining the Next Decade of Behavioral Science
"For the past two months, we’ve been told to wash our hands, wear face masks, and social distance. We’ve come up creative ways to do them all—with ",Why Triggering Emotions Won’t Lead to Lasting Behavior Change
"In my previous life, I was an engineer who
helped build skyscrapers in New York City—think of the buildings you’ve seen
that seem to be made only of windows. It was my job to design and test the five
by 12-foot glass panels that would make up the 88 stories for each of the three
buildings on our project. Each building consisted of over 10,000 panels, with
the cost of each panel around the price of a new BMW. These panels, which were
designed to withstand hurricane force winds, not only formed an air and water
seal, referred to as the “curtain wall”, but also allowed for a beautiful view of
the city.",Designing Buildings for Health: A Q&A with Joseph Allen
The Psych Report,"Better Served In A Hospital, But Serving Time: Q&A With First Psychologist To Lead A Major US Jail"
The Psych Report,The Importance of Psychology in the Public Sphere
"We are presently facing the biggest
challenge in a generation. The novel coronavirus, or COVID-19, is a global pandemic
that is and will continue to test us locally, nationally, and internationally
on many levels. In what is a fast-moving situation, policymakers are forced to
make high-stakes decisions under enormous pressure. In order to have the best
shot at getting things right, those decisions must be informed by science wherever
possible.",Why a Group of Behavioural Scientists Penned an Open Letter to the U.K. Government Questioning Its Coronavirus Response
"Economics teaches us the importance of getting the prices
right. But policy based on economics may not effectively confront the big
problems facing society—from racism to inequality to climate change. Does
incorporating behavioral insights into economics simply offer new tools, such
as nudges, or can it help us rethink policy from the ground up?",Neoliberalism After Behavioral Economics
Incorporating nudging and other behavioral insights from psychological science into public policy has become de rigueur for governments around the world. ,Creating Citizen Choice Architects
"In recent days, public health experts and
policymakers have taken to the airwaves and to social media to beg people,
effectively, to stay home and avoid group gatherings. On Twitter, the hashtag
#HighRiskCovid19 has been trending, with those most at risk for serious
complications from COVID-19 using it to implore others to take seriously these
instructions. Their lives, they tell us, depend on it. And they are right.",Why Are People Ignoring Expert Warnings?—Psychological Reactance
"This morning my alarm
sounded at 7:30. Shortly after, my Headspace app sent a notification reminding
me to mediate for 10 minutes. When I sit down at work, my calendar pops up to remind
me of a grant meeting. Before lunch, I shoot my colleague an email to remind
her that we planned to meet. In the afternoon, I am greeted at my desk by several
more email reminders about the seminar this afternoon, the planned IT works
this weekend, and the meeting I need to set with my teaching assistants for
next week. I add a couple of items to my paper to-do list, so I won’t forget
them. Then my phone beeps to let me know that I haven’t completed my daily
Danish lesson and that I signed up for a gym class tonight. All told, in a
typical day, 20-30 digital reminders vie for my attention.",The Hidden Costs of Reminders
"Many can’t forget the foreboding satellite images of Hurricane Katrina in the hours before it made landfall on America’s southeastern coastline. The devastation that followed left 80 percent of New Orleans inundated, forced tens of thousands of residents to take refuge on rooftops and in sports stadiums, and lead to ",Thinking Realistically About Disaster Risk
The Psych Report,Do Millennials Have a Lesser Work Ethic?
"A green car used to be seen as an aesthetic compromise for the crunchy few—a less stylish but more virtuous alternative to the many gas-guzzlers on the road. This changed in 2012, when Tesla unveiled its Model S luxury electric sedan. Clearly aware that buyers care less about a car’s fuel efficiency than its curb appeal, Tesla rebranded electric vehicles as futuristic status symbols with a smaller carbon tire-print.",Fight Climate Change with Behavior Change
"Susan Thompkins is somebody’s Aunt Susan, and everyone has a version of someone like Aunt Susan. Aunt Susan is a genuinely happy and loving woman, who also buys gifts for her nephews and nieces whenever she shops for herself and her kids. Aunt Susan loves shopping at JCPenney. She’s been shopping there since she was a child, going with her parents and grandparents, helping them spot bargains. There were always so many great deals to be found. It was a fun game, running around, looking for the highest number next to the percent symbol, proud of spotting the secret stash.",We Forget That Everything Is Relative
The Psych Report,Defining Research Integrity for All of Science is the Moral Responsibility of Social Psychology
In the fall issue of ,Solving the Problem of “Obviousness” with Prediction Platforms
"A decade ago, giving money directly to those in poverty was
seen as a radical idea. Today, that perception is shifting. Study after study has
revealed that giving money directly is a viable and efficient method to help
alleviate poverty. It’s less paternalistic as well—empowering the recipients of
aid in ways that many other methods do not.  ",What Happens to People and Businesses When Cash Transfers Scale?
The Psych Report,Psychologist and Behavioral Economist awarded MacArthur Foundation ‘Genius Grants’
The Psych Report,Can traffic-light labels and better shelf positions help people make healthier decisions?
The Psych Report,New Year’s Resolutions Failed? Be Prepared to Leverage Other Fresh Starts
The Psych Report,The Ubiquity of Metaphor
The Psych Report,Conversation: George Slavich on Human Social Genomics
"Throughout history, ",Resistance Is Futile: Embracing the Era of the Augmented Worker
"Each year for Burning Man, tens of thousands descend on the desert to form an experimental city unlike any other place on Earth. The Ten Principles of Burning Man, which include radical inclusion, gifting, and civic responsibility, and the way these principles are manifest through the collective’s contributions of art, performance, and shared survival, enable what is often described as a “transformative effect” for those that experience the Burn.",The Lemonade Ultimatum: Game Theory in a Gift Economy
"I met Kara Wilson on a drizzly Saturday. We sat on the couch in her living room while Joel, Kara’s husband, rummaged through kitchen cabinets in search of a snack for their son Luke. I was interrupting the Wilsons’ peaceful weekend afternoon, but I had a good reason: I wanted to understand the “cognitive labor”—thinking, planning, deciding, and problem-solving—that was required to run their household. I was also curious about whether and how Kara and Joel, who both work full-time as consultants, shared that labor. ",How Couples Share “Cognitive Labor” and Why it Matters
"Of all the things I could say about the horrifying footage of George Floyd’s death, I think it’s most helpful to share how racism has impacted my life. Before I jump in, I realize many people will come across this post and not know who I am. I’m a software engineer living in the Salt Lake City metro area, I am married and have two children, and I am Black. Typically, my blog posts are about programming languages and other minutiae; racism and police brutality are not topics I’ve written about here. For anyone who reads this, I hope you walk away knowing that ongoing acts of racism against me personally and police brutality incidents in the news inform my choices and habits. I don’t have anything to share that is as violent and disgusting as the brutality and racism we hear and read about every day. What I have to share are small injustices that have shaped who I am today.",How Racism Shapes My Habits
"Disney
World is the land of magic and fairy tales, but even there you cannot escape
science.",Defaults Are Not the Same by Default
We recently put together a special issue entitled the “,The Cognitive Science of Political Thought: Practical Takeaways for Political Discourse
"The best responses to COVID-19 involve behavior change, including social distancing, mask use, and, eventually, vaccine uptake. So why has the behavioral public policy community, encompassing governmental behavioral insights units and a variety of not-for-profit and private organizations, played a marginal role?",Behavioral Public Policy Faces a Crisis
"Income inequality in the United States was at historic levels before the coronavirus hit. Now, as the disease—and the social and economic implications it brings—spread across the country, it is likely to create even deeper fissures between the poor and rich.","We Have a Rare Opportunity to Create a Stronger, More Equitable Society"
"Silver linings were few and far between in 2020, but the rapid development of multiple COVID-19 vaccines this past year has given us reason for optimism in 2021. Three of the leading vaccine candidates—those from ",Misunderstanding Vaccine Side Effects Poses a Problem for Uptake
.,How to Channel Your Mind’s Inner Chatter
"What would it take to help people
to become less prejudiced?","In Times of Disagreement, How to Find Unsticking Points"
"As behavioral scientists, we know that context matters. But in India, it matters in new and sometimes surprising ways. As a country of nearly 1.3 billion people across 28 states, speaking more than 20 officially recognized languages, India is not just associated with diversity, it ","Context Matters for Nudgers, Too: A Lesson from One of the Most Diverse Countries on Earth"
"I receive hate mail for my research
and my writing on why people reject the science of climate change. Most of it
can be sorted into a few basic messages. Some people fear economic disaster.
These emails ask why “ideologues like yourself want to force the USA to lower
its standard of living,” “de-develop the world” or bring about the “Marxist
destruction of civilization.” That last email opened with the appropriately
matched salutation—“Greetings Komrade.” Others fear increased government
regulation and a loss of freedom, warning that “green jobs is just an ideological
push for a Euro-style disaster” or that “the environmental agenda seeks to use
the state to create scarcity as a means to exert their will, and the state’s
authority, over your lives.” Still others distrust scientists as elitist,
warning that “you self-appointed overseers” expect that “us peasants will take
you and your fellow ‘scientists’ seriously.”",Climate Change and Our Emerging Cultural Shift
"The Coronavirus is having a huge negative economic impact. In addition to measures taken to contain and treat the virus, Congress should be considering a substantial stimulus package that will minimize the economic effects in the short and long terms.",#ChecksChecksChecks: Why We Need a Universal Basic Income Now
"To stop the spread of the coronavirus, governments ordered ",How to Lock Down an Open Society
"As a behavioral economist, I spend most of my work life trying to understand why people do what they do and how the right tools and nudges can help them improve their decision-making. So it might come as no surprise that I enjoy applying the same analytical methods to my private life (as you might have read in ",Mastering Modern Love: Logan Ury on Building Better Relationships through Behavioral Science
"My job is to experiment on people. That means I’m constantly trying to predict how people will react. If I make people think about their own mortality, will they respond with fear and caution or a devil-may-care attitude? If people feel socially rejected, will they feel desperate for friends or want to go it alone? If I ask men to read about women cheating on their partners, will that make them cling to their girlfriends or more likely to want to cheat?",Time to End Assumption that Public Health Interventions Encourage Risk
"A
quick Google search for “environmentalist” will retrieve images of a pair of
arms wrapped around a tree, a group clad in green shirts with shovels in hand,
a mother and daughter watering a plant. The environmentalists all appear to be
white.",Who Cares About the Environment?
With the holidays fast approaching and COVID-19 cases and deaths reaching ,Understanding the Outrage Over Altering Holiday Celebrations Despite COVID-19 Risks
"In the “before times,” most of us weren’t used to wearing a mask and certainly hadn’t sewn one. We didn’t imbibe over Zoom or plan tele-weddings. We didn’t encourage family and friends to stay away ",Behavioral Scientist’s Notable Books of 2020
Last year had its ,Was 2017 the Worst Year Ever? It Depends on When You’re Asked
"On August 3-6, some 10,000-15,000 of the approximately 70,000 members (and 47,000 associates and affiliates) of the American Psychological Association (APA) will descend upon the Walter E. Washington Convention Center in downtown Washington, DC. There, they will attend talks, colloquia, and meetings on all matters psychological and will commemorate the 125th anniversary of the founding of their association. As a professional body, they have much to celebrate. But the road to APA Convention 2017 was not a straightforward march of like-minded professionals towards a common goal.",The Long and Winding Road: 125 years of the American Psychological Association
"We want to end the year on a hopeful note. Despite the shock, loss, frustration, and uncertainty we’ve all faced this year, we’ve found ways to get through it.","The Routines, Rituals, Products, and Apps that Helped Us Get Through 2020"
"More than fifty years ago, then Yale psychologist Stanley Milgram conducted the famous—or infamous—experiments on destructive obedience that have come to be known as “Milgram’s shocking experiments” (pun usually intended). Milgram began his experiments in July 1961, the same month that the trial of Adolf Eichmann—the German bureaucrat responsible for transporting Jews to the extermination camps during the Holocaust—concluded in Jerusalem. The trial was made famous by the philosopher Hannah Arendt’s reports, later published in book form as ",How Would People Behave in Milgram’s Experiment Today?
We’ve compiled a list of the behavioral science podcasts we’re listening to this summer.,Podcasts We’re Listening to Right Now
“1 in 5” is one of the most ,What the Origins of the “1 in 5” Statistic Teaches Us About Sexual Assault Policy
"The current scandal involving fraud, bribery, and
misrepresentation in the service of admissions to highly selective colleges and
universities is astonishing, even to people who have long suspected that
selective institutions exacerbate inequality rather than ameliorate it. We can
fire corrupt coaches and admissions officers and penalize misguided parents,
but these moves will barely scratch the surface of the problem. They won’t
prevent parents from legally spending tens of thousands of dollars on S.A.T.
prep courses, essay editors, and application “sculptors” in the service of
giving their precious children a leg up on the zero-sum college competition. I
fear that to cut the rot out of college admissions, something more radical must
be done. But what?",Do College Admissions by Lottery
"I want you to think about two college athletes: Alex and
Ryan. Alex is the fastest runner on the cross-country team, while Ryan is
considered the best on the basketball team. Who do you think is more athletic?
Who is a better player?",How Focusing on Individual Achievement Favors the Upper Class
"Over the last few weeks, as we’ve all crammed more and more parts of our lives into our homes, many things have changed. One significant shift is that our overall energy use is down. Unsurprising perhaps, with travel on hold, more people working from home, and bars and restaurants shuttered. More of us at home, though, means ","To Achieve Sustainability, We Need to Go Upstream in the Design Process"
The Psych Report,"Senate Report Calls CIA Tactics Inhumane and Ineffective, Details Unethical Application of Psychology"
"One hundred years ago, on April 6, 1917, the United States entered World War I by declaring war on Germany. When American psychologists heard the news, they dispatched Robert M. Yerkes, then president of the American Psychological Association, to Canada to confer with Carl C. Brigham of the Canadian Hospitals Commission to learn about the contributions that Canadian psychologists were already making to the war effort",Psychologists Go to War
I remember when I first realized that my life—my very existence—was part of the reason our planet was crumbling before our eyes. I was sixteen and had just finished reading ,"If You Care About the Environment, Stop Feeling Guilty. Feel Angry Instead."
"I remember watching the fishermen dock their boats after a long day on the water. The mood was somber, and there was sense of defeat. The fish, the fishermen told me, seemed to be getting smaller and scarcer with every season.",Changing Lives to Create A Sustainable World: A Lesson from Selayar Island
“What choices have you made for yourself?” questions the admissions page of a top US college. The recruiting page of one of the country’s most elite workplaces asks: “Do you love a challenge? Seek the opportunity to have your ideas heard at the highest level?”,Understanding Social Class as Culture
"In March 2018, the metropolitan government of Cape Town, on South
Africa’s Western Cape, announced that it had avoided “Day Zero”—the day the
dams supplying the city would have reached 13.5 percent capacity, the point at
which the water supply to most of the city would be turned off. Earlier in the
year, the city had been forecast to hit Day Zero on April 22, 2018.",How Cape Town Used Behavioral Science to Beat Its Water Crisis
"Scrolling down a Facebook page dedicated to mothers in academia, I
found the comments I was looking for in about two minutes.","Gendered Division of Labor Served a Purpose. To Make Progress, Don’t Erase It. Replace It."
"Over the last several weeks there has been an avalanche of bad news for the black community. First, news reports confirmed what most of us feared: COVID-19 was disproportionately impacting black communities.",Black Lives Matter: Now What?
"I recently went back to my office for the
first time in months to grab a few things. It was a morning on a weekday,
around the time I would typically take my 20-minute walk to work. I sat down in
my office chair and tried to remember what it felt like to start my day as the
old version of “working me”—the one who didn’t roll out of bed and start
writing emails in her pajamas.",It’s Time You Got Time Smart: A Q&A with Ashley Whillans
"Exploitation in scientific spaces is often an open secret, which is perhaps why one group of research assistants collectively referred to their lab as “the slave pits.” While the nickname is jarring and the comparison inappropriate, they referred to it as such because in this lab, undergraduate RAs were required to perform a minimum of 10 hours of unpaid, menial work every week for the entire semester, mostly consisting of rote data entry. RAs rarely had the opportunity to learn the craft of research through meaningful participation in its design or execution, and as you would expect from a place with such a nickname, it was not a friendly or inclusive place to work. Why, then, would so many students spend over a hundred hours working in such a place? Because RAs who tolerated this exploitation received a coveted letter of recommendation signed by a well-known faculty member (but ","Poorly Run Labs Are a Threat to Behavioral Science, But Democratic Principles Offer a Way Forward"
"Boredom is not a feeling we generally seek out. Descending on us in moments of inaction, boredom brings restlessness and agitation. In these times of social isolation, it can feel ever-present and suffocating.",The Threat of Boredom Is a Call to Action
"When going for a checkup, patients might do a double take when doctors ask them a new question in addition to how much they smoke, drink, or exercise. That question is, “Are you getting the right kind of light?” This isn’t a visit to a practitioner in hippy Haight-Ashbury or New Agey Sedona. This exchange ",Illuminating the Links Between Light and Disease
"It was my dentist who first suggested I might be a bit stressed. My teeth showed signs of grinding and clenching while I slept. If it continued, he told me, I could wind up with a cracked tooth and an appointment for a root canal. So a few weeks later, I had a mouth guard to wear through the night. It didn’t do much for my stress, but at least it protected my teeth.",What Dreams May Come and Why and How
"Working from home is becoming more mainstream, but large employers are starting to wonder whether remote work actually stifles innovation and productivity. Can remote teams achieve the productivity of the office and still allow the convenience of working at home?",“Bursty” Communication Can Help Remote Teams Thrive
Common measures used to contain COVID-19 in developed countries can be difficult—if not impossible—,Building Trust to Face the COVID-19 Pandemic in Developing Countries
Regular readers might know that the behavioral science community takes Valentine’s Day seriously. Very seriously. Publicly-share-your-deepest-feelings-via-behavioral-principles seriously. ,Winning Hearts and Minds with these 2021 #BehavioralValentines
"My first election voting by mail was very nearly my first
election not voting at all. Ahead of a lengthy trip overseas in fall of 2018, I
requested an absentee ballot for the November midterm election, breaking a
streak of in-person voting that began in my elementary school cafeteria back in
2008. Voting in person was habitual. Voting by mail was not, so I took careful
steps to make sure that my vote would be counted. After receiving my ballot and
marking my choices, I signed where requested, sealed the envelope securely, and
made a special trip to the post office to buy the necessary return postage. I
even pinned my completed ballot to the refrigerator the day before my
departure, creating a visible reminder to drop it in the mailbox before
leaving. But habit overcame my best efforts: on my way to the airport the next
day I came to the unhappy realization that I had forgotten my ballot in the
rush to get out the door.",We’re All New Voters Now
"It is widely believed that Hillary Clinton lost the 2016 election because she neglected the Rust Belt. She devoted too many resources to states like Florida, North Carolina, and Arizona, the story goes, and not enough to states like Michigan, Wisconsin, and Pennsylvania.",How the “Last Disaster Bias” Could Be Skewing Democrat Strategy in the 2020 Election
In his 2020 ,"Cooperators, Crusaders, and the Complicit: The Trinity of Religious Moral Character"
"There is
little doubt that 2020 will be remembered as the year that the novel coronavirus
spread across the world, bringing travel, the economy, business, and life as we
know it to an abrupt halt. With no vaccine or treatments currently available
and a lack of knowledge of how the virus will behave, there is no definitive
timeline for a return to normalcy. It is not surprising that many of us,
sheltered in our homes, are trying to make sense of these very strange times,
seeking information to help us cope, prepare, and plan.",Loose Lips: The Psychology of Rumor During Crisis
"At daybreak on November 1, 1755—All
Saints’ Day—Lisbon was Europe’s fourth largest city and one of its most
important commercial centers. By the afternoon, three natural disasters had
reduced the city to rubble and ash. The first wave of devastation came in the
form of an 8.5-magnitude earthquake, the largest to have ever hit a major
European city. In the second wave, a great fire, caused by all the overturned
candles, which had been lit in observance of the religious festival, devoured
thousands of homes and other buildings. Finally, the smoldering city was
inundated by a trio of tidal waves more than sixty feet high that the
earthquake had pushed up from the ocean floor. All told, forty thousand of
Lisbon’s residents were killed and more than 80 percent of its buildings were
damaged or destroyed. By sunset, Portugal was paupered, and one of the most
important centers of the international economy was a rock quarry. In today’s
dollars, the ",The Earthquake that Catalyzed the “Humanitarian Big Bang”
"I will admit that I sometimes fall into the climate-doomism camp. As a sustainability and behavioral scientist steeped in a steady stream of information about how much we have to do and how often we fail to do it, it can be hard to feel optimistic. I was surprised—then chastened, then ",“Urgency and Agency”: Michael Mann on Conquering Climate Despair
Approximately ,Should High Schools Require a Post-Graduation Plan?
"Despite widespread efforts to even the playing field, ",College Rankings Hinder Economic Equality
"If you’re a behavioral scientist, you’ve likely spent years designing and testing strategies to improve a program or service, with the aim of making a meaningful difference in people’s lives. If you’re fortunate, after rigorous evaluations you find your design effectively changed behavior and had a sizeable impact on important outcomes. Now comes the hard part: how do you support expansion and adoption of this strategy so that more people benefit from the innovation you’ve developed?",Building Behavioral Science’s Intervention Resources in Higher Education
"In 1917, Marcel Duchamp walked into a plumbing supply store in New York City and selected what’s known as a Bedfordshire-style urinal from the array of bathroom fixtures on offer. When he returned to his studio with his gleaming porcelain find, he laid it on its back, signed it “R. Mutt,” named it ",The $2 Million Urinal: Why Hard Work Doesn’t Cut It
"“The social body to which we belong is at this moment
passing through one of the greatest crises of its history, a colossal process
which may be likened to a birth. We have each of us a share in this process, we
are to a greater or less extent responsible for its course. To make our judgments,
we must have reports from other parts of the social body; we must know what our
fellow-men, in all classes of society, in all parts of the world, are
suffering, planning, doing. There arise emergencies which require swift
decisions, under penalty of frightful waste and suffering. What if the nerves
upon which we depend for knowledge of this social body should give us false
reports of its condition?”",When the Nerves of Knowledge Send False Signals: A Conversation on Our Age of  Misinformation
Thirty-six million Americans have earned college credits but ,"The Road Back to College Is Paved with Barriers, but Behavioral Science Can Help Smooth the Way"
The Psych Report,Stereotype Threat in Police Encounters: Implications for Miscarriages of Justice
"I was much influenced by a brilliant, pathbreaking paper, “",Cass Sunstein: Picking vs. Choosing
"Imagine a 34-year-old single dad, Michael, who’s living in Queens, New York with his four-year-old daughter. One evening, he gets a ticket from the New York City Police for drinking an open beer outside his neighborhood bar. He receives a summons with the date and time of his court date, which is about three months away.",Improving the Summons Process in New York City
"Yuval Feldman, the Mori Lazarof Professor of Legal Research at Bar-Ilan University Law School in Israel, recently published the book ",Designing to Avoid “Ordinary Unethicality”: A Q&A with Yuval Feldman
Smallholder farmers—and the rural communities that depend on them—are extremely vulnerable to climate change. The ,"To Scale Behavior Change: Target Early Adopters, Then Leverage Social Proof and Social Pressure"
"How
have months of social distancing and remote learning, compounded by a national
reckoning with racism, affected students, their families, and teachers?",Education Can’t Stop During the Pandemic—and Neither Can School-Based Research
"In the pandemic-era of online learning, professors have had to double as video producers. Hollywood-style lighting, new microphones, and cameras set (or stacked) to just the right height are just a few of the investments many have had to make. That’s in addition to time spent converting in-person teaching plans to video recordings. Professors are increasingly using videos to disseminate lectures and other instructional content to their students, and students are now watching hours of recorded videos each week for their courses.",Should Video Lectures Be the New Normal in Higher Ed?
The “finding” from outside psychology that most influenced me—indeed it essentially shaped my entire career—was not so much a “finding” as an argument.,Barry Schwartz: The Idea that Shaped My Career
"The claim that every organization, be it a for-profit business, a not-for-profit, or a government agency is in the business of behavior change is perhaps uncontroversial. Whether it’s increasing market shares of products, improving take-up of programs, or maximizing compliance with laws and regulation, all organizations can benefit from the ability to understand and work with the forces of human nature, rather than against it.",Four Roles for a Behavioral Scientist within Your Organization
"The story of Donald Lowry and the “Church of Love” is weird and captivating: a balding, middle-​aged writer in a small Midwestern town had assumed the personas of dozens of fictitious women. He had written love letters in their voices to tens of thousands of men.",The Usefulness of Our Delusions
"My brother and I will never agree on anything political. I won’t accept that Hillary is evil, no matter how many videos he sends me, and he won’t accept that Biden will be good for the country, even if I show how my brother will benefit from the stimulus. But I love him, he has a good heart, so we just agree to never go there. At least I do.",What Helping Heal Estranged Families Taught Me About How We Might Bridge Our Political Divide
"In the fall of 2017, American politics felt acrimonious, partisan, and messy. In other words, it was politics as usual, or at least the bitterly polarized politics we’ve all grown accustomed to these past several years. Given the rancor, when it came out that President Trump and Congressional Democratic leaders had ","To Reduce Political Hostility, Civility Goes Further Than Compromise"
Chimpanzees use aggression in ways that repulse us when we see it in our own species. My University of Southern California colleague Christopher Boehm ,War for Peace Among Wild Chimpanzees
"When Aaron Savage posted a news story about a suspected
criminal in his area, he had no idea it would become the most-shared story on
Facebook in the first few months of 2019.",Copy Ourselves Out of Existence? A Conversation on Decision-Making in the Age of Social Influence
"Five years ago, cognitive scientist Samuel Mehr asked a question that has, no doubt, played in the heads of many of us who have dipped into Spotify’s vast international song database: Is music universally present in different societies across the world? If so, what aspects of music do different societies have in common? Music is often discussed as being universal, even by scientists, but these claims are rarely backed by data.",Pursuing the Psychological Building Blocks of Music
Pools are closed. Concerts are cancelled. Vacations are rescheduled. Stores are even ,Behavioral Scientist’s Summer Book List 2020
"If the maxim of nudges is “Keep it simple,” it has a counterpart for self-interested choice architects: Make it complex.",Gambling on the Dark Side of Nudges
Let me briefly explain what business and behavioral science have in common.,It Isn’t a Replication Crisis. It’s a Replication Opportunity
"When Juliet muses that “a rose by any other name would smell as sweet,” she’s refusing to allow a name and its baggage to overrule her better judgment. What could be more romantic than refusing to be encumbered by something as silly as a family name?","What’s in a Name? The Role of Expectations, and Reality, in Our Judgements"
"Recently,
I’ve been thinking about buying a new pair of shoes. I don’t ",The False Promises of Green Materialism
"As I walked through the night market in Taipei, the smell of
spices and grilled pork filled my nose. The colorful array of pineapples and
mangoes caught my eye. It was loud, but not too loud. A constant hum of hungry
pedestrians and shopkeepers could be heard up and down the market. With a
series of hand gestures and broken Chinese, I ordered a bowl of congee (rice
porridge). I walked to nearby table and sat down to enjoy my meal while
watching the action around me.  ","How Sight—Not Taste, Smell, or Touch—Became the Sense of the Supermarket"
"Consider the following questions:  Do your resolutions more often start with “I should do more of . . .” than with “I should do less of . . .”? Do you spend more time acquiring information—whether through podcasts, websites, or conversation—than you spend distilling what you already know?",Subtract: Why Getting to Less Can Mean Thinking More
Do you ,"We Can All Be Fundamentalists, and Fundamentalism Is Everywhere"
"I like to think of it as my Mark Zuckerberg moment: I was a graduate student and it was a sweltering summer evening in Cambridge. Text messages were slated to go out to recent high school graduates in Massachusetts and Texas. Knowing that thousands of phones would soon start chirping and vibrating with information about college, I refreshed my screen every 30 seconds, waiting to see engagement statistics on how students would respond. Within a few minutes there were dozens of new responses from students wanting to connect with an advisor to discuss their college plans.",Why Aren’t Text Message Interventions Designed to Boost College Success Working at Scale?
"In America’s culture war surrounding same sex marriage, Republican Senator Rob Portman was an active warrior: in 1996 he cosponsored the Defense of Marriage Act, defining marriage as one man and one woman. Three years later he voted for a measure prohibiting same-sex couples from adopting children, and in 2011 Portman’s “",How “Social Penumbras” Explain Shifts in Attitudes Toward Different Social Groups
"College is an important time of social imprinting for students everywhere. Like many coeds, when she was a junior at Syracuse University, my friend Kassie Brabaw experienced this ﬁrsthand when she signed up to work as a resident adviser to save on expenses. Being an RA allowed her to live in a dorm for free, as long as she made herself available to freshmen in need of guidance on everything from managing classwork to roommate squabbles to living away from home for the ﬁrst time. To become an RA, Kassie had to spend a week in all-day training sessions with a dozen other upperclassmen who would be responsible for their own ﬂocks of incoming freshmen. ","To Kickstart a New Behavior, Copy and Paste"
"My girlfriend, Klára, considers herself something of a movie buff. For the most part this is a good thing. I have a trusted and reliable source for what to watch when it’s time to kick back.",Too Much of a Good Thing—Overly Positive Online Ratings—Makes for Difficult Decisions
"We spend a lot of time and energy analyzing the decisions people make. Those of our family or friends, we gossip. Our political leaders, we rant. The coach of our favorite sports team, we cheer (or vilify). And, of course, our own, we second guess.",“Just Following Orders” Doesn’t Let You Off the Hook Psychologically
